P. Atmosphere Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Mean (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,Habitable
no-atmosphere,0.92,1.02,0.87,0.89,0.95,981.2,1014.3,1014.3,1014.3,0.8,8.46,0.079,0,0.08,G,1,1.13,5884,1.373212,0.02,,-2.35,-0.17,-1.14,0.28,0,0
metals-rich,1.86,1.25,0.94,1.18,1.22,944.8,981.2,981.2,981.2,1.8,10.11,0.092,0,0.09,G,1.02,1.18,5983,1.600774,,,-2.34,-0.16,-0.96,0.28,0,0
no-atmosphere,1.4,1.15,0.91,1.05,1.1,942.9,978,978,978,1.3,11.45,0.103,0,0.1,F,1.11,1.27,6090,1.990519,0.045,,-2.35,-0.17,-1.04,0.28,0,0
metals-rich,3.22,1.47,1.02,1.5,1.48,737.2,776.3,776.3,776.3,3.3,8.44,0.077,0,0.08,K,0.86,0.8,5187,0.415657,-0.12,,-2.21,-0.16,-0.67,0.3,0,0
metals-rich,2.81,1.41,1,1.41,1.41,743.4,781.8,781.8,781.8,2.8,7.01,0.067,0,0.07,K,1,0.79,4910,0.325439,0.538,,-2.19,-0.16,-0.73,0.3,0,0
metals-rich,5.99,3.12,0.2,0.61,1.38,478.2,,,,1.2,76.73,0.364,0,0.36,G,1.09,1.21,5948,1.644161,-0.302,,-1.92,2.58,-0.51,0.23,,0
metals-rich,1.86,1.25,0.94,1.18,1.22,956.5,993,993,993,1.8,6.92,0.069,0,0.07,G,0.92,0.96,5816,0.946084,-0.301,,-2.34,-0.16,-0.97,0.28,0,0
no-atmosphere,1.03,1.05,0.88,0.93,0.99,874.7,908.3,908.3,908.3,0.9,7.81,0.078,0,0.08,G,0.96,0.92,5776,0.845229,-0.016,,-2.31,-0.17,-1.08,0.28,0,0
no-atmosphere,1.31,1.13,0.91,1.02,1.08,960.4,995.1,995.1,995.1,1.2,3.25,0.04,0,0.04,K,0.86,0.76,4997,0.323113,0.238,,-2.28,-0.17,-1.06,0.28,0,0
metals-rich,21.25,2.37,1.59,3.77,2.99,540.1,589.1,589.1,589.1,33.7,20.13,0.137,0,0.14,G,0.79,0.75,5235,0.379035,-0.134,,-2.02,-0.12,0.76,0.32,0,0
no-atmosphere,0.92,1.02,0.87,0.89,0.95,1143.8,1176.9,1176.9,1176.9,0.8,5.6,0.06,0,0.06,F,0.92,1.12,6004,1.462476,-0.533,,-2.39,-0.17,-1.19,0.27,0,0
metals-rich,1.75,1.23,0.94,1.15,1.19,933.9,970,970,970,1.6,10.35,0.09,0,0.09,F,0.91,1.12,6004,1.462476,-0.533,,-2.34,-0.16,-0.98,0.28,0,0
metals-rich,1.7,1.22,0.93,1.14,1.18,812.2,848.1,848.1,848.1,1.6,15.68,0.119,0,0.12,F,0.92,1.12,6004,1.462476,-0.533,,-2.29,-0.17,-0.93,0.29,0,0
no-atmosphere,1.59,1.2,0.93,1.11,1.15,992.7,1028.4,1028.4,1028.4,1.5,7.78,0.078,0,0.08,G,0.94,1.19,5764,1.402425,-0.149,,-2.34,-0.17,-1.02,0.28,0,0
no-atmosphere,1.59,1.2,0.93,1.11,1.15,958,993.6,993.6,993.6,1.5,11.13,0.103,0,0.1,F,1.03,1.31,6092,2.120665,,,-2.35,-0.17,-1.01,0.28,0,0
metals-rich,1.86,1.25,0.94,1.18,1.22,933.6,970.1,970.1,970.1,1.8,4.14,0.048,0,0.05,K,0.97,0.82,5123,0.415542,0.106,,-2.29,-0.16,-0.96,0.29,0,0
metals-rich,2.04,1.29,0.96,1.23,1.26,821.5,858.3,858.3,858.3,1.9,6.04,0.062,0,0.06,K,0.97,0.82,5123,0.415542,0.106,,-2.25,-0.16,-0.88,0.29,0,0
no-atmosphere,1.14,1.09,0.89,0.97,1.03,854.9,889,889,889,1,16.26,0.133,0,0.13,G,1.16,1.46,5852,2.242915,,,-2.3,-0.17,-1.05,0.28,0,0
no-atmosphere,0.43,0.81,0.82,0.66,0.73,779.5,809,809,809,0.4,4.16,0.046,0,0.05,K,0.75,0.67,4632,0.185402,,,-2.19,-0.18,-1.22,0.28,0,0
metals-rich,1.7,1.22,0.93,1.14,1.18,797,832.9,832.9,832.9,1.6,8.11,0.076,0,0.08,G,0.86,0.8,5571,0.553098,-0.145,,-2.26,-0.17,-0.92,0.29,0,0
metals-rich,2.81,1.41,1,1.41,1.41,813.3,851.8,851.8,851.8,2.8,4.72,0.05,0,0.05,K,0.7,0.72,4861,0.259691,-0.077,,-2.22,-0.16,-0.77,0.3,0,0
metals-rich,14.46,2.17,1.41,3.06,2.58,571.2,618.1,618.1,618.1,20.4,17.46,0.124,0,0.12,K,0.8,0.8,5100,0.388464,-0.028,,-2.06,-0.13,0.36,0.32,0,0
no-atmosphere,1.31,1.13,0.91,1.02,1.08,934.6,969.4,969.4,969.4,1.2,4.15,0.048,0,0.05,K,0.8,0.81,5160,0.41731,0.063,,-2.29,-0.17,-1.05,0.28,0,0
metals-rich,14.46,2.17,1.41,3.06,2.58,574.6,621.5,621.5,621.5,20.4,17.65,0.127,0,0.13,K,0.8,0.81,5160,0.41731,0.063,,-2.06,-0.13,0.35,0.32,0,0
metals-rich,2.44,1.36,0.98,1.33,1.34,735.2,772.9,772.9,772.9,2.4,13.06,0.108,0,0.11,G,0.99,0.88,5841,0.808731,-0.115,,-2.24,-0.16,-0.77,0.3,0,0
metals-rich,13.26,2.13,1.38,2.93,2.5,573.6,620,620,620,18.2,6.88,0.06,0,0.06,K,0.56,0.56,4258,0.092489,0.028,,-2.01,-0.13,0.29,0.33,0,0
no-atmosphere,0.58,0.88,0.84,0.74,0.81,965.5,996.5,996.5,996.5,0.5,5.22,0.056,0,0.06,G,0.86,0.88,5524,0.646949,-0.951,,-2.32,-0.18,-1.23,0.28,0,0
no-atmosphere,0.86,1,0.87,0.86,0.93,857.5,890.2,890.2,890.2,0.7,7.41,0.071,0,0.07,G,0.87,0.88,5524,0.646949,-0.951,,-2.29,-0.17,-1.12,0.28,0,0
metals-rich,13.99,2.8,0.64,1.78,2.24,492.5,535.9,535.9,535.9,8.9,48.65,0.2572,0,0.26,G,0.96,0.95,5812,0.923931,0.012,,-1.95,0.9,0.22,0.32,0,0
no-atmosphere,0.89,1.01,0.87,0.88,0.94,909.3,942.2,942.2,942.2,0.8,9.22,0.082,0,0.08,G,1.09,1.01,5876,1.091088,-0.374,,-2.33,-0.17,-1.13,0.28,0,0
metals-rich,1.59,1.2,0.93,1.11,1.15,799.8,835.4,835.4,835.4,1.5,13.64,0.106,0,0.11,G,1.09,1.01,5876,1.091088,-0.374,,-2.28,-0.17,-0.94,0.29,0,0
no-atmosphere,1.27,1.12,0.9,1.01,1.06,848.8,883.4,883.4,883.4,1.1,6.19,0.064,0,0.06,G,0.85,0.81,5411,0.504626,-0.063,,-2.28,-0.17,-1.02,0.29,0,0
metals-rich,3.62,2.67,0.19,0.51,1.16,508.5,,,,0.7,56.63,0.287,0,0.29,G,0.89,1.09,5918,1.307503,-0.219,,-1.98,2.44,-0.73,0.24,,0
metals-rich,25.16,2.46,1.68,4.14,3.2,535.1,585.1,585.1,585.1,42.3,17.33,0.12,0,0.12,K,0.82,0.72,4954,0.280142,0.155,,-2,-0.11,0.94,0.31,0,0
metals-rich,3.99,1.56,1.06,1.65,1.6,725.9,766.1,766.1,766.1,4.2,5.92,0.059,0,0.06,K,0.78,0.72,4713,0.22948,0.415,,-2.17,-0.15,-0.58,0.31,0,0
metals-rich,2.97,1.43,1.01,1.44,1.44,745.9,784.6,784.6,784.6,3,19.74,0.145,0,0.14,G,1.06,1.19,5905,1.544768,-0.057,,-2.25,-0.16,-0.71,0.3,0,0
no-atmosphere,1.35,1.14,0.91,1.04,1.09,1025.3,1060.2,1060.2,1060.2,1.2,8.37,0.085,0,0.09,F,1.17,1.11,6435,1.895527,-0.244,,-2.38,-0.17,-1.07,0.28,0,0
metals-rich,2.51,1.37,0.98,1.34,1.35,793.3,831.2,831.2,831.2,2.5,17.93,0.142,0,0.14,F,1.19,1.11,6435,1.895527,-0.244,,-2.3,-0.16,-0.8,0.29,0,0
no-atmosphere,1.35,1.14,0.91,1.04,1.09,938.7,973.6,973.6,973.6,1.2,4.39,0.05,0,0.05,K,0.86,0.84,5194,0.46074,-0.009,,-2.29,-0.17,-1.04,0.28,0,0
metals-rich,31.79,5.41,0.2,1.09,2.42,399.2,,,,6.4,71.31,0.3342,0,0.33,G,0.98,0.97,5314,0.673162,-0.186,,-1.68,3.61,0.62,0.2,,0
no-atmosphere,1.27,1.12,0.9,1.01,1.06,1076.3,1110.8,1110.8,1110.8,1.1,5.47,0.061,0,0.06,G,1,1.07,5828,1.185047,-0.074,,-2.37,-0.17,-1.1,0.28,0,0
metals-rich,2.97,1.43,1.01,1.44,1.44,812.6,851.3,851.3,851.3,3,12.76,0.107,0,0.11,G,1,1.07,5828,1.185047,-0.074,,-2.28,-0.16,-0.75,0.29,0,0
metals-rich,1.4,1.15,0.91,1.05,1.1,845.4,880.5,880.5,880.5,1.3,6.99,0.069,0,0.07,G,0.84,0.8,5631,0.577314,-0.237,,-2.29,-0.17,-1,0.29,0,0
metals-rich,7.56,1.85,1.2,2.21,2.02,627.6,671,671,671,9,27.67,0.182,0,0.18,F,0.94,1.02,6012,1.219456,-0.139,,-2.16,-0.14,-0.17,0.32,0,0
metals-rich,6.1,1.75,1.14,2,1.87,627.5,669.8,669.8,669.8,7,27.32,0.183,0,0.18,F,1.04,1,6088,1.232504,-0.068,,-2.16,-0.14,-0.29,0.31,0,0
metals-rich,2.3,1.33,0.97,1.29,1.31,855,892.5,892.5,892.5,2.2,17.27,0.138,0,0.14,F,1.15,1.36,6177,2.415896,-0.039,,-2.32,-0.16,-0.86,0.29,0,0
metals-rich,3.88,1.55,1.05,1.63,1.59,722.2,762.2,762.2,762.2,4.1,25.75,0.178,0,0.18,F,1.2,1.28,6108,2.046001,-0.026,,-2.24,-0.15,-0.59,0.3,0,0
metals-rich,5.4,1.69,1.12,1.89,1.79,683.5,725.2,725.2,725.2,6,30.09,0.201,0,0.2,F,1.15,1.14,6509,2.092939,-0.137,,-2.22,-0.15,-0.41,0.31,0,0
metals-rich,3.05,1.44,1.01,1.46,1.45,740.8,779.7,779.7,779.7,3.1,12.13,0.101,0,0.1,G,0.89,0.84,5826,0.72934,-0.197,,-2.24,-0.16,-0.7,0.3,0,0
no-atmosphere,1.07,1.06,0.89,0.94,1,1183.6,1217.4,1217.4,1217.4,0.9,4.92,0.057,0,0.06,G,1.05,1.18,5900,1.513777,-0.151,,-2.39,-0.17,-1.17,0.27,0,0
metals-rich,17.93,2.28,1.5,3.43,2.8,535.1,583.2,583.2,583.2,26.9,62.78,0.326,0,0.33,F,1.08,1.31,6054,2.068246,-0.045,,-2.03,-0.12,0.61,0.32,0,0
no-atmosphere,1.27,1.12,0.9,1.01,1.06,993.7,1028.2,1028.2,1028.2,1.1,13.39,0.117,0,0.12,F,1.34,1.57,6152,3.167776,,,-2.36,-0.17,-1.08,0.28,0,0
no-atmosphere,0.96,1.03,0.88,0.9,0.96,1000.4,1033.7,1033.7,1033.7,0.8,6.79,0.068,0,0.07,G,1.03,1.05,5774,1.09945,-0.233,,-2.35,-0.17,-1.14,0.28,0,0
no-atmosphere,0.58,0.88,0.84,0.74,0.81,833.3,864.3,864.3,864.3,0.5,11.84,0.098,0,0.1,G,1.03,1.05,5774,1.09945,-0.233,,-2.29,-0.18,-1.19,0.28,0,0
no-atmosphere,0.43,0.81,0.82,0.66,0.73,802.9,832.4,832.4,832.4,0.4,3.17,0.036,0,0.04,K,0.59,0.59,4498,0.127841,-0.329,,-2.19,-0.18,-1.23,0.28,0,0
no-atmosphere,0.45,0.82,0.82,0.67,0.74,789.1,818.8,818.8,818.8,0.4,6.74,0.065,0,0.07,K,0.67,0.78,5166,0.388774,-0.539,,-2.23,-0.18,-1.22,0.28,0,0
no-atmosphere,0.86,1,0.87,0.86,0.93,1145.8,1178.6,1178.6,1178.6,0.7,5.34,0.059,0,0.06,G,1.13,1.13,5938,1.42432,-0.297,,-2.39,-0.17,-1.2,0.27,0,0
no-atmosphere,1.18,1.1,0.9,0.98,1.04,912.7,946.9,946.9,946.9,1.1,10.42,0.093,0,0.09,G,1.13,1.13,5938,1.42432,-0.297,,-2.33,-0.17,-1.06,0.28,0,0
metals-rich,3.4,1.49,1.03,1.53,1.51,760.3,799.7,799.7,799.7,3.5,17.34,0.134,0,0.13,G,1.07,1.15,5886,1.424185,0.009,,-2.26,-0.15,-0.67,0.3,0,0
metals-rich,5.68,1.71,1.13,1.93,1.82,680.8,722.8,722.8,722.8,6.4,14.75,0.118,0,0.12,G,1.01,0.88,5654,0.710033,-0.009,,-2.19,-0.15,-0.38,0.31,0,0
metals-rich,3.57,2.65,0.19,0.51,1.16,505,,,,0.7,9.88,0.0751,0,0.08,K,0.58,0.55,4240,0.087079,-0.23,,-1.91,2.44,-0.73,0.24,,0
no-atmosphere,0.86,1.06,0.72,0.77,0.9,1179.3,1211.3,1211.3,1211.3,0.6,0.91,0.0158,0,0.02,K,0.63,0.57,4433,0.114158,-0.2,,-2.27,0.04,-1.22,0.28,0,0
hydrogen-rich,73.13,7.1,0.2,1.45,3.21,152.7,,,,14.9,,1.25,0,1.25,,0.67,,,0.201511,,,2.96,4.53,3.29,0.14,,0
metals-rich,53.73,6.45,0.2,1.29,2.89,453.8,,,,10.8,44.34,0.2403,0.05,0.24,K0IV-V,0.91,0.94,5196,0.581554,0.31,10.2,-1.85,4.17,0.89,0.18,,0
metals-rich,4.45,1.6,1.08,1.73,1.67,704.7,698.8,745.4,806.1,4.8,3.6,0.0413,0.15,0.04,M0V,0.6,0.71,3860,0.100405,0.23,,-2.09,-0.15,-0.52,0.32,0,0
metals-rich,6.46,2.67,0.34,0.91,1.56,519.6,500.6,557,648.4,2.2,1.58,0.0141,0.27,0.01,M,0.15,0.22,3026,0.00351,0.39,6,-1.87,1.58,-0.43,0.29,0,0
metals-rich,63.59,6.8,0.2,1.38,3.06,405,,,,12.9,62.23,0.284,0.63,0.22,K0 V,0.79,0.95,5173,0.576182,0.05,5.13,-1.82,4.36,0.99,0.17,,0
hydrogen-rich,670.85,11.31,0.46,5.24,7.7,355.7,,,,311,227.55,0.77,0.29,0.74,F8,1.17,1.37,6080,2.301152,0.05,7.13,-1.49,7.5,6.06,0.09,,0
hydrogen-rich,858.44,11.5,0.56,6.49,8.64,354.4,,,,484.3,772,1.92,0.23,1.87,G9IV,1.6,4.9,5048,13.988123,-0.04,2.3,-1.5,7.87,7.07,0.09,,0
metals-rich,10.24,3.72,0.2,0.74,1.66,581.9,,,,2,22.66,0.1484,0.26,0.14,G9IV,0.85,0.74,5940,0.609663,,,-2.11,2.82,-0.41,0.22,,0
hydrogen-rich,302.04,10.17,0.29,2.92,5.45,169.7,,,,86.6,1845,3.02,0.08,3.01,F8V,1.09,1.18,6160,1.798775,-0.11,2,2.1,6.39,6.35,0.1,,0
metals-rich,3.72,1.53,1.04,1.6,1.56,881.3,846.4,921.1,1027.6,3.9,5.64,0.0519,0.2,0.05,K0V,0.59,0.79,5150,0.389583,,,-2.27,-0.15,-0.72,0.29,0,0
metals-rich,5.95,1.74,1.14,1.98,1.85,651.2,660.7,693.3,732.9,6.8,14.03,0.0954,0.11,0.09,K0V,0.59,0.79,5150,0.389583,,,-2.15,-0.15,-0.33,0.31,0,0
metals-rich,4.01,1.56,1.06,1.65,1.6,816.4,787.4,856.6,955.3,4.2,4.31,0.0468,0.2,0.05,K2.5V,0.77,0.65,4977,0.233304,-0.31,1.2,-2.24,-0.15,-0.65,0.3,0,0
hydrogen-rich,807.57,11.46,0.54,6.15,8.39,174.8,,,,433.1,963,1.64,0.39,1.51,K1 V,0.7,1.04,5035,0.620552,-0.09,1.64,1.2,7.77,10.23,0.07,,0
hydrogen-rich,3497.34,11.52,2.29,26.36,17.42,187.6,,,,8002.9,2890,4.3,0.4,3.94,G5,1.32,2.5,5638,5.665917,0.08,4.3,0.88,11.75,22.2,0.04,,0
hydrogen-rich,693.11,11.34,0.48,5.39,7.82,177.7,,,,329.4,448.6,1.099,0.25,1.06,K0V,0.84,0.73,4965,0.290544,0.08,0.39,1.19,7.54,9.49,0.08,,0
metals-rich,6.14,1.75,1.15,2,1.87,643.6,595.5,686,867.5,7,18.6,0.1316,0.38,0.12,K0IV,0.88,1.08,5150,0.732555,,,-2.15,-0.14,-0.34,0.31,0,0
metals-rich,4.17,1.58,1.06,1.68,1.63,811.5,851.9,851.9,851.9,4.4,4.65,0.05,0,0.05,K3V,0.77,0.72,4850,0.257349,0.05,8.6,-2.22,-0.15,-0.63,0.3,0,0
hydrogen-rich,114.46,8.1,0.22,1.74,3.76,155,,,,24.6,1155,2.11,0.05,2.11,K0V,0.94,0.9,5385,0.611108,0.17,13.4,2.63,5.09,4.1,0.12,,0
hydrogen-rich,1049.2,11.6,0.67,7.79,9.51,354.7,,,,704.7,663,1.78,0.18,1.75,K0III,1.84,4.6,5014,11.998938,0.26,1.8,-1.49,8.2,7.98,0.08,,0
hydrogen-rich,232.1,9.66,0.26,2.49,4.9,163.7,,,,59.8,1155.7,2.112,0.27,2.03,G5V,0.94,0.9,5710,0.774255,0.06,4.5,2.13,6.04,5.59,0.11,,0
hydrogen-rich,4133.22,11.4,2.79,31.79,19.04,190.2,,,,11520.8,1319,2.38,0.4,2.18,F8V,1.02,1.27,5966,1.833286,-0.135,7.6,0.89,12.57,24.25,0.04,,0
metals-rich,9.13,3.58,0.2,0.71,1.6,465.9,,,,1.8,17.25,0.107,0,0.11,K,0.65,0.59,4500,0.128069,-0.21,,-1.85,2.76,-0.3,0.23,,0
metals-rich,23.78,4.93,0.2,0.98,2.2,418.5,,,,4.7,31.33,0.191,0,0.19,G,0.65,0.59,5400,0.265564,0.41,,-1.75,3.39,0.35,0.21,,0
metals-rich,4.46,1.48,1.38,2.04,1.74,987.1,1028.9,1028.9,1028.9,6.2,13.84,0.1153,0,0.12,G,1.11,1.66,5900,2.995809,,6.923,-2.35,-0.42,-0.66,0.29,0,0
hydrogen-rich,119.55,8.2,0.22,1.78,3.82,416.5,,,,25.9,57,0.2799,0.01,0.28,K,0.9,0.94,5155,0.559835,0.41,9.9,-1.74,5.15,1.89,0.15,,0
metals-rich,3.72,2.69,0.19,0.51,1.18,521.7,,,,0.7,7.2,0.0598,0,0.06,K,0.55,0.53,3974,0.062857,,,-1.92,2.44,-0.73,0.24,,0
metals-rich,4.42,1.6,1.08,1.72,1.66,724.5,765.2,765.2,765.2,4.8,2.58,0.031,0,0.03,K,0.55,0.53,3974,0.062857,,,-2.1,-0.15,-0.54,0.31,0,0
metals-rich,4.31,1.59,1.07,1.7,1.65,860.1,900.7,900.7,900.7,4.6,2.21,0.029,0,0.03,K,0.62,0.58,4362,0.109267,,,-2.2,-0.15,-0.64,0.3,0,0
no-atmosphere,0.45,0.76,1.01,0.77,0.76,7112,7142.5,7142.5,7142.5,0.4,0.24,0.006,0,0.01,sdB,0.5,0.2,27730,21.861576,,0.018,-2.53,-0.4,-1.55,0.25,0,0
no-atmosphere,0.67,0.87,1,0.87,0.87,6319.1,6351.4,6351.4,6351.4,0.7,0.34,0.0076,0,0.01,sdB,0.5,0.2,27730,21.861576,,0.018,-2.53,-0.36,-1.52,0.25,0,0
no-atmosphere,1.6,1.2,0.93,1.11,1.15,1930.3,1965.9,1965.9,1965.9,1.5,0.36,0.01,0,0.01,G,0.81,0.74,5089,0.329521,-0.14,,-2.39,-0.17,-1.22,0.27,0,0
metals-rich,2.73,1.4,0.99,1.39,1.4,849.7,887.9,887.9,887.9,2.7,3.07,0.0371,0,0.04,K,0.72,0.65,4613,0.170072,-0.56,,-2.22,-0.16,-0.8,0.3,0,0
no-atmosphere,2.1,1.3,0.96,1.25,1.27,1239,1276,1276,1276,2,0.99,0.0174,0,0.02,K,0.72,0.65,4613,0.170072,-0.56,,-2.3,-0.16,-1.03,0.28,0,0
metals-rich,2.58,1.38,0.99,1.36,1.37,1183.2,1221.2,1221.2,1221.2,2.5,4.22,0.052,0,0.05,F,1.02,1.03,6015,1.258094,-0.2,,-2.4,-0.16,-0.96,0.28,0,0
metals-rich,2.17,1.31,0.96,1.26,1.29,1052.9,1090.1,1090.1,1090.1,2.1,7.01,0.074,0,0.07,G,1.13,1.2,5930,1.597611,-0.17,,-2.37,-0.16,-0.96,0.28,0,0
metals-rich,4.62,2.88,0.19,0.56,1.27,506.3,,,,0.9,59.74,0.32,0,0.32,G,1.13,1.2,5930,1.597611,-0.17,,-1.98,2.5,-0.64,0.24,,0
no-atmosphere,2.3,1.33,0.97,1.29,1.31,1217.1,1254.5,1254.5,1254.5,2.2,6.03,0.068,0,0.07,G,1.12,1.67,5570,2.408483,,,-2.38,-0.16,-1,0.28,0,0
no-atmosphere,1.14,1.09,0.89,0.97,1.03,1528.4,1562.5,1562.5,1562.5,1,2.4,0.036,0,0.04,G,1,1.21,5979,1.678707,-0.081,,-2.43,-0.17,-1.22,0.27,0,0
no-atmosphere,0.31,0.73,0.8,0.58,0.65,890.2,918.3,918.3,918.3,0.2,3.41,0.039,0,0.04,K,0.68,0.64,4984,0.226758,-0.535,,-2.26,-0.18,-1.31,0.28,0,0
metals-rich,4.2,1.58,1.07,1.68,1.63,797.1,837.5,837.5,837.5,4.5,21.87,0.162,0,0.16,F,1.19,1.36,6239,2.51436,,,-2.29,-0.15,-0.61,0.3,0,0
metals-rich,2.73,1.4,0.99,1.39,1.4,888.1,926.3,926.3,926.3,2.7,14.44,0.125,0,0.12,F,1.25,1.36,6106,2.30672,-0.154,,-2.33,-0.16,-0.82,0.29,0,0
no-atmosphere,1.65,1.21,0.93,1.12,1.17,1110.8,1146.6,1146.6,1146.6,1.5,6.18,0.067,0,0.07,F,1.05,1.18,6003,1.622285,-0.053,,-2.38,-0.17,-1.05,0.28,0,0
no-atmosphere,1.98,1.28,0.95,1.21,1.25,1102.6,1139.3,1139.3,1139.3,1.9,6.41,0.068,0,0.07,F,1.02,1.18,6003,1.622285,-0.053,,-2.38,-0.16,-1,0.28,0,0
metals-rich,3.88,1.55,1.05,1.63,1.59,779.7,819.7,819.7,819.7,4.1,18.01,0.136,0,0.14,F,1.04,1.18,6003,1.622285,-0.053,,-2.27,-0.15,-0.63,0.3,0,0
no-atmosphere,0.27,0.69,0.79,0.55,0.62,974.4,1001.7,1001.7,1001.7,0.2,3.11,0.039,0,0.04,K,1,0.79,4910,0.325439,0.538,,-2.28,-0.18,-1.35,0.27,0,0
metals-rich,14.15,2.16,1.4,3.03,2.56,584.8,631.6,631.6,631.6,19.8,41.81,0.242,0,0.24,G,0.99,1.27,5790,1.626341,-0.274,,-2.1,-0.13,0.32,0.32,0,0
metals-rich,2.3,1.33,0.97,1.29,1.31,1161.1,1198.5,1198.5,1198.5,2.2,5.89,0.066,0,0.07,F,1.03,1.24,6075,1.878963,-0.326,,-2.4,-0.16,-0.98,0.28,0,0
metals-rich,2.37,1.34,0.97,1.31,1.33,972.9,1010.5,1010.5,1010.5,2.3,10.1,0.094,0,0.09,F,1.03,1.24,6075,1.878963,-0.326,,-2.35,-0.16,-0.91,0.28,0,0
no-atmosphere,1.86,1.25,0.94,1.18,1.22,1133.1,1169.5,1169.5,1169.5,1.8,3.43,0.044,0,0.04,G,0.97,0.94,5560,0.757608,-0.136,,-2.36,-0.16,-1.03,0.28,0,0
metals-rich,17.18,2.26,1.48,3.36,2.76,563.8,611.7,611.7,611.7,25.5,33.04,0.198,0,0.2,G,0.89,1,5690,0.940457,-0.391,,-2.07,-0.12,0.51,0.32,0,0
no-atmosphere,2.23,1.32,0.97,1.28,1.3,1551.6,1588.9,1588.9,1588.9,2.2,1.73,0.028,0,0.03,G,0.98,1.04,5774,1.078608,-0.108,,-2.42,-0.16,-1.09,0.27,0,0
metals-rich,2.81,1.41,1,1.41,1.41,1156,1194.4,1194.4,1194.4,2.8,5.04,0.058,0,0.06,G,1.11,1.15,5888,1.426122,-0.125,,-2.39,-0.16,-0.93,0.28,0,0
metals-rich,3.05,1.44,1.01,1.46,1.45,807.6,846.4,846.4,846.4,3.1,4.39,0.048,0,0.05,K,0.76,0.7,4796,0.232596,0.052,,-2.22,-0.16,-0.74,0.3,0,0
metals-rich,15.1,2.2,1.43,3.13,2.62,592.8,639.9,639.9,639.9,21.6,13.77,0.105,0,0.1,K,0.86,0.76,4997,0.323113,0.238,,-2.08,-0.13,0.35,0.32,0,0
no-atmosphere,2.04,1.29,0.96,1.23,1.26,1183,1219.9,1219.9,1219.9,1.9,4.26,0.048,0,0.05,F,0.78,0.95,6031,1.071259,-0.786,,-2.4,-0.16,-1.02,0.28,0,0
metals-rich,2.97,1.43,1.01,1.44,1.44,903.7,942.4,942.4,942.4,3,5.43,0.058,0,0.06,G,0.88,0.89,5232,0.532526,0.072,,-2.29,-0.16,-0.8,0.29,0,0
metals-rich,2.97,2.51,0.19,0.47,1.09,539.1,,,,0.6,25.75,0.163,0,0.16,G,0.87,0.89,5232,0.532526,0.072,,-2.02,2.4,-0.82,0.24,,0
metals-rich,3.49,1.5,1.03,1.55,1.53,788,827.5,827.5,827.5,3.6,13.82,0.109,0,0.11,G,0.84,1.06,5731,1.087485,-0.194,,-2.27,-0.15,-0.68,0.3,0,0
metals-rich,1.92,1.27,0.95,1.2,1.23,1018.2,1054.8,1054.8,1054.8,1.8,3.14,0.04,0,0.04,G,0.87,0.75,5333,0.408224,-0.162,,-2.32,-0.16,-0.98,0.28,0,0
metals-rich,9.72,1.97,1.27,2.5,2.22,633.9,678.7,678.7,678.7,12.3,20.3,0.141,0,0.14,G,0.91,0.87,5788,0.762153,-0.338,,-2.16,-0.14,-0.02,0.32,0,0
no-atmosphere,1.45,1.16,0.92,1.07,1.11,1281.7,1316.9,1316.9,1316.9,1.3,1.63,0.026,0,0.03,G,0.79,0.81,5208,0.433056,-0.051,,-2.36,-0.17,-1.13,0.28,0,0
metals-rich,2.81,1.41,1,1.41,1.41,1258.7,1297.1,1297.1,1297.1,2.8,4.94,0.059,0,0.06,F,0.85,1.29,6105,2.074016,-0.345,,-2.41,-0.16,-0.96,0.28,0,0
metals-rich,3.14,1.46,1.02,1.48,1.47,949.3,988.2,988.2,988.2,3.2,3.76,0.045,0,0.04,K,0.84,0.8,5106,0.390295,0.009,,-2.29,-0.16,-0.81,0.29,0,0
metals-rich,4.31,1.59,1.07,1.7,1.65,809.1,849.7,849.7,849.7,4.6,10.22,0.09,0,0.09,G,0.93,0.94,5678,0.824,-0.118,,-2.28,-0.15,-0.61,0.3,0,0
metals-rich,4.65,1.62,1.09,1.76,1.69,794.2,835.1,835.1,835.1,5.1,4.07,0.045,0,0.04,K,0.73,0.67,4668,0.191233,0.012,,-2.2,-0.15,-0.57,0.31,0,0
metals-rich,2.97,1.43,1.01,1.44,1.44,855.1,893.8,893.8,893.8,3,11.33,0.1,0,0.1,G,0.98,1.11,5821,1.269189,-0.107,,-2.3,-0.16,-0.78,0.29,0,0
metals-rich,6.72,1.79,1.17,2.09,1.94,686.1,728.9,728.9,728.9,7.8,25.66,0.173,0,0.17,G,0.96,1.24,5812,1.574112,-0.213,,-2.21,-0.14,-0.3,0.31,0,0
metals-rich,3.59,1.51,1.04,1.57,1.54,789.9,829.5,829.5,829.5,3.7,2.76,0.032,0,0.03,K,0.58,0.55,4321,0.094613,-0.149,,-2.17,-0.15,-0.67,0.31,0,0
